24 Hour Race Club Co-Founder and Co-President; Raised sponsor money through bake sales and Holiday Grams to build safe houses for modern-day human trafficking victims of South Korea.
"Young Activists;; Founder/Pres.; Gender, racial, political, etc. topics are discussed and ways to increase activism in our communities are suggested."
"Natural Hair Club (Founder); Facilitate discussions on ethnic hair, Demonstrate styles."
Founder of Korean Culture Club; Led weekly discussions ranging from current events and societal issues to language and etiquette. Organized fundraiser for Baby Box ministry in Korea.
"Founder of Exchange Club; Organized activities, presentations and guest speakers to bring international and local students together by celebrating cross-cultural differences."
"President, Founder of the Queen In Me Organization; This organization is a female mentorship and empowerment organization aimed at helping young ladies to maximize their potential."
"Cofounder of school Engineering Club; Joined Norwich University Bridge Competition, Arduino and LEGO Robotics,."
Founded CODEX High School Book Club; Developed a student-led forum to encourage reading and discussion outside the classroom.
"Co- Founder/Board Member 2016 - Dance Crimson; Raised over $12,000 for pediatric cancer patients via dance marathon; Supervised Programming and Donation committees."
Founder/President - Technology Student Association; TSA encourages students to be involved in Technology and Business related events; Blue-Level Chapter w/ 120+ members; Organize tournements.
"Co-Founder, TedxBeverlyHillsHighSchool; Founded Tedx conference scheduled for February; Organized and lead committee of 15 students to plan conference-related activites and select speakers."
"Co-founder of Project Justice, The Temple.; Inaugural year of group engaged in social justice activities including inter-faith, inter-racial partnerships, LGBT issues, anti-sex trafficking."
"Science Olympiad Team, Founder & President(10-12); Recruit over 50 members. Lead tryouts and training sessions. Compete in ""Wright Stuff,"" ""Bridge Building,"" ""Astronomy,"" and ""Chem Lab"" subcategories.""."
"Astronomy Club; Founder & President(11-12); Recruit students for ""Astronomy"" event for Science Olympiad. Attend Orange County Astronomers Association lectures, and offer research opportunity.""."
"Varsity Policy Debate Team Captain and Co-Founder; Debated over 30 tournaments, built team from 0 to 12 members, coached novices to multiple victories, first team to get a bid/qual to state 2x."
Co-Founder/Vice President of Black Student Union; First club founded and fully run by african american students since the school's beginnings in 1888; Worked to unify the black community at CHS.
Founder of Har(+)mony; Teaches the fluidity of music in relation to other fields like art or math in low income elementary schools.
"Club Allegro Manager/Co-founder; Co-founder, organized meetings, registered for competitions, taught members basic music theory."
"Founder of the Art Club; Started Art Club, for students not currently enrolled in an art class to express creative and artistic abilities through activities."
"History Club Co-Founder and Co-President; Provided weekly interactive lectures on a variety of historical periods, often including videos or movies."
Supplies 4 Kids - Founder; Led and implemented semi-annual school supply donation drives to benefit public school students.  Please visit www.supplies4kidsli.com for details.
Biology Team Co-Founder/Co-President; I prepared and presented biology lectures with a peer of mine to assist in readiness for competitions like the USABO and Toronto Biology Competition.
"President and Founder, 4H Senior Citizen Outreach; Launched a program to have kids participate at several elderly centers in my community and additionally provide volunteers for other charity events."
"Co-Founder/ President of Fundacion Ruth Paz; Attended Interplast South and StarKey Foundation Brigades. Served as a director and volunteer for an annual fundraiser, and different charity drives."
