commonappid,actnum,hondet,commonactid
15864190,2,Founder and Executive Board Member of CYACA; The Chicago Youth Alliance for Climate Action (CYACA)  is a student led and founded non-profit that helps to educate teens on climate change.,158641902
15864243,1,"Co-Founder, Co-President, Students Without Borders; A student group focused on global health & serving refugees through service projects, with 4 school chapters, sponsored by Neighbors Emergency Centers.",158642431
15864313,1,"Making Smiles Happen, Co-President and Founder; Led volunteers in creating crafts and activities for sick children and their families staying at the Children's Inn at NIH.",158643131
15864313,3,"Captain of Track team, Founder, Whitman Track Club; Led track and field team and club members in rigorous training regimen. Attended regional and national meets. Placed 7th in Regional Championships.",158643133
15864328,1,"Founder/President of Gay Straight Alliance; Raise an awareness for LGBTQ respect at school:brought guest speakers, fundraised to buy LGBTQ books for classes, held anti-slurring campaign.",158643281
15864328,8,Co-founder/ Vice president of badminton club; Assist members to learn and strengthen their badminton skills.,158643288
15864358,6,Founder and President of UNICEF club; I founded club along with a classmate to benefit UNICEF and raise awareness about global issues. I planned service projects and collected donations.,158643586
15864729,5,"Global Humanitarian Club Co-President and Founder; The club performs often does charity work with local, culturally diverse organizations.",158647295
15864789,8,I am the president and founder of the IT Club; I created this club for the purpose of using things that people are curious and passionate about to encourage intellectual curiosity.,158647898
15864947,6,Founder of Harkness Table discussion; Created small group to facilitate in-depth discussions of interesting topics including voting behavior.,158649476
15865156,2,"Co-founder, Comm. Mgr.; Outreach Movement NJ; Coordinated with a homeless youth shelter; set up communication-based equipment; provide weekly online tutoring sessions to help students pass the GED.",158651562
15865292,1,Co-Founder and Co-President of Henderson's Girl Up; For my leadership role: the Widener University High School Leadership Award and a Daughters of the American Revolution Good Citizen nominee.,158652921
15865510,1,SMAArt Social Media Awareness Art - Founder; Founder and President of organization to address critical social issues facing adolescents and teenagers; create digital citizenship programs.,158655101
15865803,1,"Math Club, founder/organizer of weekly meetings; Organize district math competitions with avg. 40-60 students in attendance, prepare a team for other math competitions, and promote math in community.",158658031
15865876,8,"Lifeskills Academy Senior Leader and Mentor; I was one of the original founders of this program, which mentors struggling students by teaching useful organizational/planning strategies and skills.",158658768
15865980,1,"President; Any Body Can Dance; cultural dancing; Spread cultural awareness, health benefits, fundraising for charity (Children's Miracle Network), founder.",158659801
15866074,3,"VHS Water Project, Founder and President (11, 12); Raise awareness and funds for universal clean water access. Provide water filters to impoverished families. Promoted club's mission through editorial.",158660743
15866074,4,"Speech and Debate Institute, Founder; Developed concept and initiated program to introduce speech and debate to elementary school students. Emphasize current events and research tactics.",158660744
15866733,2,"Concordian Model United Nations Club:; Attended 13 MUN Conferences, both local and international. I was also the Vice-President, a founding member, and a chair advisor.",158667332
15866733,3,Animal Rescue Club:President and a founding member; Works with WFFT to help stray animals find homes and medical care and helps to educate people about animals.Supported 1 shelter and worked in 2 others.,158667333
15866733,5,LGBT Online Community; Founded a Facebook page supporting gender equality and providing educational content for the family of the LGBTQ community in Thailand.,158667335
15867045,9,"Co-Founder, DebSoc - School Debate Society; Founded Debate Society, recruited 30 members, trained juniors for MUNs and Debates, organized over 15 debates annually over 2 years.",158670459
15867586,3,Co-President and founder of GAINS club; To encourage more girls to learn about and pursue STEM careers. Help connect with other women in the STEM community for guidance and networking.,158675863
15867598,5,Community Service Board; Was one of the founding members. A committee that meets once a week to discuss and create community service events throughout the high school.,158675985
15867648,2,"Founder of Project Grateful; Raised $1,600 to buy 150 toys for children at Duke Hospital in 2015. Raising money now for Haven House, a shelter for at risk youth in Raleigh.",158676482
15867676,4,Cofounder of HOSA; Created the school chapter of HOSA to introduce members to the medical field through a series of speakers and activities.,158676764
15867676,7,"Co-Founder of Project Grateful; Participated in multiple fundraising events to benefit Duke Children's Hospital throughout the school year. Junior year, we raised over $800.",158676767
