hondet,commonactid
"Founder of Cooking Club; Arrange the club activities every week, plan what to cook, manage sale of the food, and find sponsors outside school to support club's finance.",157875601
"President of Camp Quest; Founded, grew to 20 members,reached out to 250 underprivileged children in orphanages with the importance of health,hygiene and hygiene kits.",157876383
"Vice President of the Society of Natural History; Founded a club that devotes to wildlife observation, ecology seminars, conservation charity, and online environmental education. (A Five-Star Club).",157879501
"Head and Founder, GDS Spelling Bee; Organized and ran the first, second, and hopefully third GDS HS Spelling Bee.",157886299
Kiteboarding: Member; Founding member and competitor for the Amateur Kiting Association.,157886718
"GOP Jerseys: Co-founder; Oversaw daily ops.; managed supply chain in Pakistan, China, and USA; generated $13 million in earned media; sold over 11,000 GOP jerseys.",157886714
Kites-Up: Founder; Organized camps to teach kiteboarding to disadvantaged youth; educated them on conservation and social responsibility; currently filing for 501(c)(3) .,157886711
"Founder of Riverstone's Marketing Committee; I work with the school's marketing director to develop social media platforms, advertisements, and school or community events.",157887471
Founder & Dog Sitter/Smith's Dog Care Service; Take care of neighbors'/other clients' dogs when they're out of town. Numerous clients over the years; currently working with 5 regular clients.,157893615
Founder and President of Math Club; Organized regular seminars to discuss key math topics; Provided free tutoring to students in need and help AMC preparation group every Saturday.,157901292
"Founder and President, Chinese Culture Club; I teach Chinese literature, history, and culture at school every week. We have book sharing sessions twice a month during the weekend.",157902672
"Founder, Director; Soundscape of Urban Residence; Launched a city-wide project to capture the acoustic map of Jiangyin, created an audio theatre themed ""Footsteps"" to illustrate the city identity"".",157903886
"Founder, President, Dancer; ""Uncharted"" Flashmob""; Rehearsed, performed several flashmobs in public plazas; planned to produce a series of public performances to enrich the cultural landscape.",157903885
Founder of International Youth Business Alliance; Collaborated with international students to organize the International Case Comp.; created Social Innovation Challenge & Young Entrepreneurs Comp.,157907402
40 Hour Famine Founder; Worked with World Vision to establish the 40 Hour Famine in my school; raised money for the charity.,1579074010
"Co-founder and director, Humans of America blog; biweekly publication about American stories; recruited, trained & managed 16 students to produce/publish content; 300 subscribers, average 2000 views.",157909461
"Guitar, Five Dragons Band; Co-founded this rock band and participated in practices every week and 2 performances at Saint Edward's High School.",157910446
Princess Class Outreach President and Founder; Princess Class was an outreach program for about 20 second and third grade girls with a focus on identity and personal growth.,157911854
Cofounder of Rturn; RTurn is a charity founded to benefit Detroit while also improving impoverished international communities (raised 75k to build a school in Kenya).,157923744
"TechTeachers-Cofounder, CTO, and Head of Marketing; TechTeachers' mission is to provide every generation with the ability to explore today's tech world. (Grimaldi Family Award for Entrepreneurship).",157923747
Founder of Baylor's beekeeping; I am the found and maintainer of Baylor's first beekeeping club as part of the Organic Gardening organization.,157923871
"Founder of Benny's Buddies; Began Benny's Buddies during my first marathon as a way to raise money and awareness for VADERS Assocation--thus far, I've raised $7,000!.",157926034
Founder and President of Political Club; Began Riverwood Political Club to discuss current events and gain insight into different perspectives in a supportive environment.,157926037
"Founder and leader of Life Prep Academy band club; I started a band club when I first came to America, we gave several performances to some schools and communities. Music has no boundary.",157930493
"Co-Founder/Teacher of Sunny Youth Reading Club; Co-founded program, teach 3rd to 8th grade kids literature and public speaking. Voted best teacher twice. 2 weekly hour long sessions of 10+ kids.",157933763
Model UN- Founding Member (11); President (12); Delegate at first conference offered to our school in multiple years.,157934715
Co-Founder of Astronomy Club; Organize club members to discuss topics related to modern physics; Selected expository reading books; Invited Professor to deliver lectures for us.,157935224
Founder and Chief of Staff of Model United Nations; MUN is a club I founded with my friends that helps increase the awareness of foreign affairs at our school. I monitor attendance and plan meetings.,157938893
Right To Play Club-Co-president; Co-founder and co-leader of a club that raises funds for an organization that incorporates play in the lives of children facing adversity.,157947873
"Advertisement Club, Co-founder & President; Searched ads examples and facilitated seminars to analyze the strategies behind these ads to teach club members how ads affect our daily lives.",157949611
